MISTER-BENCH fps=35.6
MISTER-PROF samples=23643 dropped=0 hz=1000 modules=12
MISTER-PROF-PC 30  0.13% 0x01cfed30 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 30  0.13% 0x01ffeb44 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 30  0.13% 0x01d9e3a8 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 30  0.13% 0x01cfecd4 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 30  0.13% 0xabc19bf8 [unmapped]
MISTER-PROF-PC 30  0.13% 0x01d933e8 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 30  0.13% 0x01cfebc0 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 30  0.13% 0x01c6caf0 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 29  0.12% 0x01d93380 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 29  0.12% 0x01cfe9c8 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 29  0.12% 0x001797a0 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 29  0.12% 0x01cfeb50 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 29  0.12% 0xabc96c28 [unmapped]
MISTER-PROF-PC 29  0.12% 0x01d9ebe8 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 29  0.12% 0x01cfee14 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 29  0.12% 0x00092188 /usr/lib/libc-2.31.so
MISTER-PROF-PC 29  0.12% 0x01cfeb7c /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 28  0.12% 0x01cfee40 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 28  0.12% 0xabc96cdc [unmapped]
MISTER-PROF-PC 28  0.12% 0x001797a4 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 28  0.12% 0x01d93368 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 28  0.12% 0x00178f54 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 28  0.12% 0x01cfe9a8 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 28  0.12% 0x01cfebd8 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 28  0.12% 0x0207285a /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 28  0.12% 0x01cfee04 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 28  0.12% 0x01cfe9d8 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 27  0.11% 0x01cfebb0 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 27  0.11% 0x00178638 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 27  0.11% 0xabc96b94 [unmapped]
MISTER-PROF-PC 27  0.11% 0xabc96d78 [unmapped]
MISTER-PROF-PC 27  0.11% 0xabc96b90 [unmapped]
MISTER-PROF-PC 27  0.11% 0xabc96bdc [unmapped]
MISTER-PROF-PC 27  0.11% 0x0017979c /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 27  0.11% 0x01e50dac /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 27  0.11% 0x01cfe9b0 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 27  0.11% 0xabc96db4 [unmapped]
MISTER-PROF-PC 27  0.11% 0x01cfebe0 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 27  0.11% 0x01cfec74 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 27  0.11% 0xabc96da0 [unmapped]
MISTER-PROF-PC 27  0.11% 0x01cfe944 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 27  0.11% 0x02072852 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 27  0.11% 0x01cfec14 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 27  0.11% 0xabc19c2c [unmapped]
MISTER-PROF-PC 27  0.11% 0xabc96d40 [unmapped]
MISTER-PROF-PC 27  0.11% 0x01cfecb4 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 27  0.11% 0x01d9ec10 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 27  0.11% 0x01cfe934 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 27  0.11% 0x01cfedf4 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 26  0.11% 0x00178644 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 26  0.11% 0xabc96dc0 [unmapped]
